year,month,province,ws
2023,10,Ratchaburi,0.8744000000000001
2023,11,Ratchaburi,0.8596
2023,12,Ratchaburi,1.062
2023,1,Rayong,2.5245810055865925
2023,2,Rayong,1.8899441340782124
2023,3,Rayong,1.7368715083798885
2023,4,Rayong,1.758659217877095
2023,5,Rayong,1.3575418994413408
2023,6,Rayong,1.7787709497206703
2023,7,Rayong,2.0139664804469275
2023,8,Rayong,2.0078212290502795
2023,9,Rayong,1.8586592178770949
2023,10,Rayong,1.216201117318436
2023,11,Rayong,1.541899441340782
2023,12,Rayong,1.825139664804469
2023,1,Roi Et,2.3981481481481484
2023,2,Roi Et,2.07010582010582
2023,3,Roi Et,2.056613756613757
2023,4,Roi Et,1.8050264550264552
2023,5,Roi Et,1.4283068783068782
2023,6,Roi Et,1.6113756613756614
2023,7,Roi Et,1.443915343915344
2023,8,Roi Et,1.802910052910053
2023,9,Roi Et,1.4145502645502648
2023,10,Roi Et,1.4775132275132274
2023,11,Roi Et,1.6478835978835975
2023,12,Roi Et,2.0330687830687832
2023,1,Sa Kaeo,2.088650306748466
2023,2,Sa Kaeo,1.616871165644172
2023,3,Sa Kaeo,1.6978527607361964
2023,4,Sa Kaeo,1.4644171779141106
2023,5,Sa Kaeo,1.198159509202454
2023,6,Sa Kaeo,1.3656441717791412
